""	"candidate_id"	"partyfull"	"name"	"STATE"	"TwitterA"	"TwitterB"	"TwitterA_id"	"TwitterB_id"
300	58883	"Democrat"	"Peter Welch"	"VT"	"PeterWelch"	""	""	""
301	69580	"Democrat"	"Peter Wenstrup"	"LA"	"WenstrupforLA"	""	""	""
302	45443	"Republican"	"Phil Scott"	"VT"	"GovPhilScott"	""	""	""
303	62541	"Libertarian"	"Randy Luallin"	"SD"	""	""	""	""
304	69478	"Democrat"	"Raphael Warnock"	"GA"	"ReverendWarnock"	"SenatorWarnock"	""	""
305	67780	"Libertarian"	"Raymon Anthony Doane"	"CO"	"DoaneRaymon"	""	""	""
306	62702	"Libertarian"	"Richard Brubaker"	"WY"	""	""	""	""
307	1262	"Democrat"	"Richard Durbin"	"IL"	"SenatorDurbin"	"DickDurbin"	""	""
308	64430	"Libertarian"	"Rick Stewart"	"IA"	"RickStewart"	""	""	""
309	69521	"Libertarian"	"Ricky Harrington"	"AR"	"RickDHarrington"	""	""	""
310	69540	"Libertarian"	"Rik Combs"	"MO"	"k_combs"	""	""	""
311	69157	"Republican"	"Rikin ""Rik"" Mehta"	"NJ"	"kmehta_nj"	""	""	""
312	1044	"Libertarian"	"Robert Murphy"	"OK"	""	""	""	""
313	65324	"Republican"	"Roger Marshall"	"KS"	"RogerMarshallMD"	""	""	""
314	34471	"Democrat"	"Roy Cooper"	"NC"	"RoyCooperNC"	"NC_Governor"	""	""
315	69172	"Democrat"	"Sara Gideon"	"ME"	"SaraGideon"	""	""	""
316	66690	"Libertarian"	"Shane Hazel"	"GA"	"ShaneTHazel"	""	""	""
317	67901	"Libertarian"	"Shannon Bray"	"NC"	"ShannonBrayNC"	""	""	""
318	68734	"Democrat"	"Shelley Lenz"	"ND"	"lleyjlenz"	""	""	""
319	441	"Republican"	"Shelley Moore Capito"	"WV"	"SenCapito"	"CapitoforWV"	""	""
320	68830	"Republican"	"Spencer Cox"	"UT"	"SpencerJCox"	"GovCox"	""	""
321	61839	"Democrat"	"Steve Bullock"	"MT"	"GovernorBullock"	""	""	""
322	61856	"Republican"	"Steve Daines"	"MT"	"SteveDaines"	""	""	""
323	69435	"Libertarian"	"Steven DiFiore"	"NC"	"Steve4Gov"	"alStevenD_II"	""	""
324	68860	"Libertarian"	"Steven Peterson"	"ND"	""	""	""	""
325	1727	"Republican"	"Susan Collins"	"ME"	"SenatorCollins"	""	""	""
326	68741	"Democrat"	"Theresa Greenfield"	"IA"	"GreenfieldIowa"	""	""	""
327	63304	"Republican"	"Thom Tillis"	"NC"	"SenThomTillis"	""	""	""
328	66096	"Democrat"	"Tina Smith"	"MN"	"TinaSmithMN"	""	""	""
329	61872	"Republican"	"Tom Cotton"	"AR"	"SenTomCotton"	"TomCottonAR"	""	""
330	68308	"Republican"	"Tommy Tuberville"	"AL"	"SenTuberville"	"TTuberville"	""	""
331	59379	"Democrat"	"Woodrow Woody Myers"	"IN"	"DrWoodyMyers"	""	""	""
332	68735	"Democrat"	"Zach Raknerud"	"ND"	"ZachforND"	""	""	""
