JohnBoozman,5558312,0.53819
senorrinhatch,262756641,0.54667
SenRonJohnson,233737858,0.58279
GrahamBlog,14845376,0.7325
SenJohnThune,296361085,0.75306
InhofePress,20546536,0.81133
SenRubioPress,229966028,0.87678
SenTomCotton,968650362,0.88311
SenatorTimScott,217543151,0.95536
JohnCornyn,13218102,1.04253
SenMikeLee,88784440,1.37357
SenTedCruz,1074480192,1.41863
